schoolnr pupilNR_new langPOST ses IQ_verb sex Minority denomina sch_ses sch_iqv sch_min
 69.00 1128.00  27.00  -8.73  -2.87   0.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1129.00  43.00  -8.73   2.13   0.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1130.00  44.00  13.27   1.63   1.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1131.00  26.00  -8.73  -1.37   0.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1132.00  41.00  13.27   0.13   1.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1133.00  43.00 -12.73   0.63   0.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1134.00  52.00  -8.73   3.13   0.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1135.00  30.00 -12.73   0.13   0.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1136.00  35.00  -8.73   2.13   1.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1137.00  39.00   8.27  -0.37   0.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1138.00  33.00 -12.73  -0.87   0.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1139.00  50.00  -8.73   3.13   1.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1140.00  44.00   4.27  -0.37   1.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1141.00  45.00 -12.73   0.63   0.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1142.00  36.00  -8.73   0.13   1.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1143.00  41.00  21.27  -0.37   0.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1144.00  44.00  -8.73  -0.37   0.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1145.00  34.00  -3.73  -0.87   0.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1146.00  49.00 -12.73   0.63   0.00   0.00   3.00  -4.318  0.8071  0.000
 69.00 1147.00  51.00  -0.73   4.63   0.00   0.00   3.00  -4.318  0.8071  0.000
 70.00 1148.00  49.00  13.27  -0.37   1.00   0.00   4.00  14.626 -0.2492  0.059
 70.00 1149.00  38.00  13.27  -1.37   1.00   0.00   4.00  14.626 -0.2492  0.059
 70.00 1150.00  42.00  18.27  -2.37   0.00   0.00   4.00  14.626 -0.2492  0.059
 70.00 1151.00  32.00   4.27  -0.37   0.00   0.00   4.00  14.626 -0.2492  0.059
 70.00 1152.00  43.00  10.27   1.63   0.00   0.00   4.00  14.626 -0.2492  0.059
 70.00 1153.00  37.00  19.27   1.13   0.00   0.00   4.00  14.626 -0.2492  0.059
 70.00 1154.00  36.00  19.27  -1.87   0.00   0.00   4.00  14.626 -0.2492  0.059
 70.00 1155.00  44.00  19.27  -0.37   0.00   0.00   4.00  14.626 -0.2492  0.059
 70.00 1156.00  53.00  17.27   0.63   1.00   0.00   4.00  14.626 -0.2492  0.059
 70.00 1157.00  36.00   6.27  -3.37   1.00   0.00   4.00  14.626 -0.2492  0.059
 70.00 1158.00  50.00  21.27   0.63   1.00   0.00   4.00  14.626 -0.2492  0.059
 70.00 1159.00  39.00  11.27  -4.87   0.00   0.00   4.00  14.626 -0.2492  0.059
 70.00 1160.00  46.00  13.27   1.13   0.00   0.00   4.00  14.626 -0.2492  0.059
 70.00 1161.00  47.00  21.27   3.13   1.00   0.00   4.00  14.626 -0.2492  0.059
 70.00 1162.00  46.00  21.27   1.63   0.00   0.00   4.00  14.626 -0.2492  0.059
 70.00 1163.00  40.00  -1.73  -0.87   0.00   1.00   4.00  14.626 -0.2492  0.059
 70.00 1164.00  47.00  21.27   1.63   0.00   0.00   4.00  14.626 -0.2492  0.059
 71.00 1166.00  26.00   2.27   0.63   0.00   0.00   2.00   6.473 -0.1668  0.067
 71.00 1168.00  44.00  21.27  -1.87   1.00   0.00   2.00   6.473 -0.1668  0.067
 71.00 1171.00  34.00 -16.73  -0.37   1.00   1.00   2.00   6.473 -0.1668  0.067
 71.00 1172.00  47.00   9.27  -2.37   1.00   0.00   2.00   6.473 -0.1668  0.067
 71.00 1173.00  45.00   0.27   0.13   1.00   0.00   2.00   6.473 -0.1668  0.067
 71.00 1174.00  39.00   7.27   0.13   1.00   0.00   2.00   6.473 -0.1668  0.067
 71.00 1179.00  50.00  21.27   0.63   1.00   0.00   2.00   6.473 -0.1668  0.067
 72.00 1194.00  36.00  14.27   1.63   1.00   0.00   4.00  10.844  0.7760  0.000
 72.00 1195.00  47.00  12.27  -1.37   1.00   0.00   4.00  10.844  0.7760  0.000
 72.00 1196.00  30.00   3.27  -1.37   0.00   0.00   4.00  10.844  0.7760  0.000
 72.00 1197.00  38.00  12.27  -1.87   0.00   0.00   4.00  10.844  0.7760  0.000
 72.00 1198.00  51.00  12.27   2.63   0.00   0.00   4.00  10.844  0.7760  0.000
 72.00 1199.00  50.00   4.27   1.13   1.00   0.00   4.00  10.844  0.7760  0.000
 72.00 1200.00  52.00  17.27   4.63   1.00   0.00   4.00  10.844  0.7760  0.000
 74.00 1201.00  22.00 -10.73  -4.37   1.00   0.00   1.00  -0.273 -1.2759  0.000
 74.00 1202.00  25.00  -4.73  -0.37   0.00   0.00   1.00  -0.273 -1.2759  0.000
 74.00 1203.00  25.00  -1.73  -0.87   0.00   0.00   1.00  -0.273 -1.2759  0.000
 74.00 1204.00  34.00   9.27   1.13   0.00   0.00   1.00  -0.273 -1.2759  0.000
 74.00 1205.00  37.00  -7.73  -1.87   0.00   0.00   1.00  -0.273 -1.2759  0.000
 74.00 1206.00  42.00   9.27   0.13   1.00   0.00   1.00  -0.273 -1.2759  0.000
 74.00 1207.00  28.00  -7.73  -1.87   0.00   0.00   1.00  -0.273 -1.2759  0.000
 74.00 1208.00  27.00  -4.73  -4.37   0.00   0.00   1.00  -0.273 -1.2759  0.000
 74.00 1209.00  40.00   6.27  -0.87   0.00   0.00   1.00  -0.273 -1.2759  0.000
 74.00 1210.00  24.00   3.27  -1.37   0.00   0.00   1.00  -0.273 -1.2759  0.000
 74.00 1211.00  45.00   6.27   0.63   1.00   0.00   1.00  -0.273 -1.2759  0.000
 76.00 1213.00  41.00  -9.73  -0.37   0.00   0.00   2.00  -3.102 -1.3963  0.000
 76.00 1214.00  34.00  -9.73  -1.87   0.00   0.00   2.00  -3.102 -1.3963  0.000
 76.00 1215.00  43.00  10.27   0.63   1.00   0.00   2.00  -3.102 -1.3963  0.000
 76.00 1216.00  37.00  10.27   0.63   0.00   0.00   2.00  -3.102 -1.3963  0.000
 76.00 1217.00  37.00  -9.73  -0.87   1.00   0.00   2.00  -3.102 -1.3963  0.000
 76.00 1218.00  42.00  -9.73  -0.37   0.00   0.00   2.00  -3.102 -1.3963  0.000
 76.00 1219.00  25.00  -7.73  -2.87   1.00   0.00   2.00  -3.102 -1.3963  0.000
 76.00 1220.00  33.00  -7.73  -2.87   0.00   0.00   2.00  -3.102 -1.3963  0.000
 76.00 1221.00  16.00 -10.73  -5.37   1.00   0.00   2.00  -3.102 -1.3963  0.000
 76.00 1222.00  34.00  -4.73  -2.37   1.00   0.00   2.00  -3.102 -1.3963  0.000
 76.00 1223.00  40.00   5.27   0.13   1.00   0.00   2.00  -3.102 -1.3963  0.000
 76.00 1224.00  30.00  17.27  -2.37   0.00   0.00   2.00  -3.102 -1.3963  0.000
 76.00 1225.00  47.00  -7.73   1.13   0.00   0.00   2.00  -3.102 -1.3963  0.000
 76.00 1226.00  36.00 -12.73  -3.37   0.00   0.00   2.00  -3.102 -1.3963  0.000
 76.00 1227.00  52.00   5.27   4.13   0.00   0.00   2.00  -3.102 -1.3963  0.000
 76.00 1228.00  28.00  -7.73  -5.37   1.00   0.00   2.00  -3.102 -1.3963  0.000
 77.00 1229.00  19.00   1.27  -1.87   0.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1230.00  31.00  -8.73  -3.87   1.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1231.00  42.00  18.27  -0.37   1.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1232.00  39.00  21.27   0.63   1.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1233.00  45.00  -3.73   0.63   0.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1234.00  30.00  21.27  -1.37   1.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1235.00  46.00   1.27   0.13   1.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1236.00  49.00  13.27   3.63   1.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1237.00  39.00  -3.73   0.13   0.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1238.00  42.00  13.27  -1.37   1.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1239.00  43.00  -8.73   1.13   1.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1240.00  49.00  -0.73   3.63   1.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1241.00  30.00 -11.73   1.63   0.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1242.00  51.00  21.27   0.63   1.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1243.00  46.00  -0.73   0.63   1.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1244.00  41.00  -3.73   0.63   0.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1245.00  54.00  21.27   3.13   1.00   0.00   5.00   4.551  0.4943  0.000
 77.00 1246.00  55.00  -8.73   1.13   1.00   0.00   5.00   4.551  0.4943  0.000
 78.00 1251.00  50.00  15.27   3.13   1.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1253.00  37.00   5.27  -3.37   0.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1254.00  43.00  -0.73   3.13   0.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1255.00  50.00  -2.73   3.63   0.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1256.00  35.00  10.27  -1.37   0.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1257.00  37.00 -14.73   0.13   0.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1258.00  32.00 -10.73  -0.87   0.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1259.00  34.00   2.27  -1.37   0.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1260.00  49.00  17.27   2.13   0.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1261.00  34.00  19.27   0.63   1.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1262.00  34.00   5.27  -0.37   1.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1263.00  39.00 -10.73   0.13   1.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1264.00  40.00  -7.73  -3.87   1.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1265.00  34.00 -10.73  -0.87   1.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1266.00  51.00   2.27   0.63   1.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1267.00  49.00  -7.73  -1.87   1.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1268.00  39.00  -0.73  -3.37   1.00   0.00   1.00   1.325 -0.3451  0.174
 78.00 1269.00  37.00  -0.73   0.13   1.00   0.00   1.00   1.325 -0.3451  0.174
 79.00 1270.00  45.00   5.27  -3.87   1.00   0.00   1.00   2.201  0.1689  0.000
 79.00 1271.00  48.00   5.27   1.13   1.00   0.00   1.00   2.201  0.1689  0.000
 79.00 1272.00  40.00  -7.73  -2.37   1.00   0.00   1.00   2.201  0.1689  0.000
 79.00 1273.00  36.00  -4.73  -0.87   1.00   0.00   1.00   2.201  0.1689  0.000
 79.00 1274.00  44.00  17.27   1.63   1.00   0.00   1.00   2.201  0.1689  0.000
 79.00 1275.00  48.00   5.27   1.13   1.00   0.00   1.00   2.201  0.1689  0.000
 79.00 1276.00  49.00   9.27   2.63   1.00   0.00   1.00   2.201  0.1689  0.000
 79.00 1277.00  31.00  -2.73  -2.87   0.00   0.00   1.00   2.201  0.1689  0.000
 79.00 1278.00  41.00  15.27   1.13   0.00   0.00   1.00   2.201  0.1689  0.000
 79.00 1279.00  42.00  -7.73  -0.87   0.00   0.00   1.00   2.201  0.1689  0.000
 79.00 1280.00  46.00   9.27   3.63   0.00   0.00   1.00   2.201  0.1689  0.000
 79.00 1281.00  28.00  -7.73  -0.37   0.00   0.00   1.00   2.201  0.1689  0.000
 79.00 1282.00  45.00  -7.73   0.63   0.00   0.00   1.00   2.201  0.1689  0.000
 79.00 1283.00  46.00   2.27   1.63   0.00   0.00   1.00   2.201  0.1689  0.000
 80.00 1291.00  26.00  -2.73  -2.87   0.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1292.00  28.00 -10.73  -4.87   0.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1293.00  46.00  -7.73  -2.37   1.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1294.00  42.00  12.27   0.13   1.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1295.00  48.00  12.27   0.13   0.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1296.00  41.00  -7.73  -0.37   1.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1297.00  45.00  15.27  -1.87   0.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1298.00  45.00  19.27  -0.87   1.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1299.00  45.00  -7.73   1.63   0.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1300.00  50.00  19.27  -0.37   1.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1301.00  24.00 -10.73  -4.37   0.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1302.00  54.00  22.27   2.13   1.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1303.00  20.00 -10.73  -4.37   0.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1304.00  52.00  22.27   1.63   1.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1305.00  44.00   5.27  -0.87   1.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1306.00  45.00 -10.73  -1.87   0.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1307.00  34.00 -17.73  -2.37   0.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1308.00  46.00 -17.73  -0.87   0.00   1.00   1.00   0.130 -0.9561  0.071
 80.00 1309.00  39.00 -12.73   0.13   1.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1310.00  51.00   2.27   2.13   1.00   0.00   1.00   0.130 -0.9561  0.071
 80.00 1311.00  28.00 -10.73  -1.37   0.00   0.00   1.00   0.130 -0.9561  0.071
 83.00 1312.00  40.00   0.27   0.13   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1313.00  53.00  13.27   0.13   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1314.00  47.00  21.27  -1.87   0.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1315.00  41.00   6.27   1.13   0.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1316.00  42.00   6.27   0.63   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1317.00  35.00 -16.73  -1.87   0.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1318.00  29.00  -4.73  -0.87   0.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1319.00  49.00  13.27   0.13   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1320.00  44.00  -4.73  -2.37   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1321.00  42.00   8.27   0.13   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1322.00  51.00  21.27   1.63   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1323.00  35.00   0.27  -1.87   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1324.00  53.00  10.27   2.13   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1325.00  47.00   0.27   1.63   0.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1326.00  50.00   3.27   1.13   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1327.00  34.00  -4.73  -0.87   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1328.00  47.00   1.27   1.63   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1329.00  47.00  -1.73   0.63   0.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1330.00  46.00   3.27   1.13   0.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1331.00  56.00  15.27   3.63   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1332.00  41.00  -7.73   0.13   0.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1333.00  33.00  11.27   2.13   0.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1334.00  47.00   8.27   1.13   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1335.00  41.00  12.27  -0.87   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1336.00  53.00   9.27   4.63   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1337.00  53.00  15.27   0.13   1.00   0.00   5.00   5.754  0.5035  0.000
 83.00 1338.00  57.00  15.27   0.13   0.00   0.00   5.00   5.754  0.5035  0.000
 84.00 1339.00  35.00   4.27  -0.37   1.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1340.00  39.00   1.27   1.13   0.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1341.00  32.00  -8.73   3.63   0.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1342.00  38.00  -8.73   0.13   0.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1343.00  41.00   5.27  -0.87   0.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1344.00  41.00  -7.73  -0.87   1.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1345.00  38.00   2.27   1.13   0.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1347.00  45.00 -10.73   2.13   1.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1348.00  57.00  11.27   0.13   1.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1349.00  45.00  -1.73  -0.37   1.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1350.00  47.00  -6.73   0.13   1.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1351.00  41.00  -7.73  -0.37   0.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1352.00  46.00   1.27   2.63   0.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1353.00  47.00  21.27   2.13   0.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1354.00  53.00  -0.73   1.13   1.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1355.00  57.00  18.27   4.63   0.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1356.00  46.00  21.27   0.13   0.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1357.00  54.00  18.27   3.63   1.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1358.00  50.00  -1.73   3.13   1.00   0.00   2.00   2.523  1.1808  0.000
 84.00 1359.00  53.00   0.27   1.63   0.00   0.00   2.00   2.523  1.1808  0.000
 85.00 1360.00  26.00  -8.73  -3.37   0.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1361.00  38.00  -8.73  -3.37   1.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1362.00  30.00  13.27  -0.37   0.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1363.00  40.00  -7.73  -1.37   0.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1364.00  41.00  19.27  -0.37   1.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1365.00  51.00  12.27   0.13   1.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1366.00  32.00  -7.73  -1.37   0.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1367.00  44.00   6.27  -0.37   0.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1368.00  46.00   1.27   0.63   0.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1369.00  52.00  10.27   1.63   0.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1370.00  38.00  -7.73  -0.87   0.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1371.00  57.00  12.27   1.63   1.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1372.00  45.00  19.27   0.13   1.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1373.00  43.00  15.27   0.13   0.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1374.00  34.00  -7.73   2.63   0.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1375.00  51.00   0.27   0.13   1.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1376.00  56.00  15.27   1.13   1.00   0.00   3.00   3.995 -0.1446  0.000
 85.00 1377.00  53.00  -4.73   0.63   1.00   0.00   3.00   3.995 -0.1446  0.000
 86.00 1385.00  42.00  22.27  -0.37   0.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1386.00  45.00  -7.73   1.63   1.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1387.00  41.00  22.27   1.13   1.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1388.00  46.00   2.27  -0.87   0.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1389.00  48.00   2.27   0.63   1.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1390.00  42.00   2.27   2.13   0.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1391.00  28.00  15.27  -1.37   0.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1392.00  25.00   2.27  -4.87   1.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1393.00  46.00  -4.73   2.63   1.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1394.00  49.00  22.27   3.63   0.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1395.00  35.00   7.27  -0.87   1.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1396.00  42.00   2.27   0.63   0.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1397.00  51.00  22.27   1.13   0.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1398.00  43.00  22.27  -1.37   0.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1399.00  31.00  -7.73  -0.87   0.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1400.00  40.00   7.27  -2.37   0.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1401.00  41.00  -4.73  -0.87   1.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1402.00  30.00   5.27  -0.37   1.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1403.00  48.00  22.27   4.13   0.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1404.00  42.00  -4.73  -1.37   1.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1405.00  51.00  22.27   3.13   0.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1406.00  53.00  22.27   3.63   0.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1407.00  50.00  12.27   0.63   0.00   0.00   3.00   9.811  0.2711  0.000
 86.00 1408.00  41.00  22.27  -1.37   0.00   0.00   3.00   9.811  0.2711  0.000
 87.00 1409.00  45.00   6.27  -0.37   1.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1411.00  45.00   7.27  -0.87   0.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1412.00  24.00  -7.73  -1.87   0.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1413.00  45.00   2.27  -0.37   1.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1414.00  36.00  -7.73  -1.37   0.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1415.00  41.00  -7.73  -3.37   1.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1416.00  33.00  -7.73   0.13   1.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1417.00  47.00  19.27   1.63   0.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1418.00  43.00   2.27   1.63   0.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1419.00  51.00  -4.73   2.13   1.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1420.00  32.00  -2.73  -0.37   1.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1421.00  22.00  -7.73  -1.87   1.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1422.00  30.00 -10.73  -2.87   1.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1423.00  37.00  -4.73  -3.87   1.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1424.00  41.00   2.27   0.63   0.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1425.00  20.00  -4.73  -2.37   1.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1426.00  52.00  12.27   2.13   0.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1427.00  45.00   7.27   0.63   1.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1428.00  51.00   2.27   0.63   1.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1429.00  49.00   2.27   0.13   0.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1430.00  27.00  -2.73  -0.37   1.00   0.00   2.00   0.091 -0.4755  0.000
 87.00 1431.00  42.00   7.27   1.13   0.00   0.00   2.00   0.091 -0.4755  0.000
 88.00 1434.00  53.00   7.27   3.63   0.00   0.00   2.00   3.373 -0.1585  0.000
 88.00 1435.00  52.00   9.27   1.63   1.00   0.00   2.00   3.373 -0.1585  0.000
 88.00 1436.00  47.00   9.27   0.13   1.00   0.00   2.00   3.373 -0.1585  0.000
 88.00 1437.00  47.00  15.27   0.63   1.00   0.00   2.00   3.373 -0.1585  0.000
 88.00 1438.00  18.00 -17.73  -4.37   0.00   0.00   2.00   3.373 -0.1585  0.000
 88.00 1439.00  50.00  -7.73   0.63   1.00   0.00   2.00   3.373 -0.1585  0.000
 88.00 1440.00  39.00   5.27   0.63   0.00   0.00   2.00   3.373 -0.1585  0.000
 88.00 1441.00  26.00   5.27  -2.87   0.00   0.00   2.00   3.373 -0.1585  0.000
 88.00 1442.00  27.00   5.27  -1.87   0.00   0.00   2.00   3.373 -0.1585  0.000
 88.00 1443.00  44.00   2.27  -0.87   1.00   0.00   2.00   3.373 -0.1585  0.000
